date,BND,VOO,BLV,VEA,VYM
9/11/2019 16:00:00,83.94,275.84,101.01,41.36,89.57
9/12/2019 16:00:00,83.78,276.65,100.75,41.58,89.75
9/13/2019 16:00:00,83.3,276.58,98.92,41.77,89.72
9/16/2019 16:00:00,83.52,275.67,99.8,41.47,89.32
9/17/2019 16:00:00,83.71,276.42,100.33,41.63,89.43
9/18/2019 16:00:00,83.77,276.59,100.73,41.52,89.52
9/19/2019 16:00:00,83.89,276.53,101.05,41.69,89.44
9/20/2019 16:00:00,84.19,275.05,102.26,41.6,89.37
9/23/2019 16:00:00,84.25,275.24,102.23,41.54,89.48
9/24/2019 16:00:00,84.54,272.96,103.09,41.09,88.2
9/25/2019 16:00:00,84.14,274.63,101.87,41.02,88.52
9/26/2019 16:00:00,84.28,272.79,102.31,41.11,88.42
9/27/2019 16:00:00,84.37,271.26,102.44,40.93,88.46
9/30/2019 16:00:00,84.43,272.6,102.67,41.08,88.73
10/1/2019 16:00:00,84.33,269.32,102.72,40.71,87.53
10/2/2019 16:00:00,84.52,264.57,102.8,39.9,85.97
10/3/2019 16:00:00,84.8,266.67,103.51,40.18,86.48
10/4/2019 16:00:00,84.94,270.37,104.1,40.49,87.64
10/7/2019 16:00:00,84.72,269.21,103.45,40.44,87.21
10/8/2019 16:00:00,84.76,265.03,103.27,40.06,85.84
10/9/2019 16:00:00,84.66,267.5,103.07,40.38,86.42
10/10/2019 16:00:00,84.4,269.32,101.95,40.64,86.94
10/11/2019 16:00:00,84.09,272.13,101.14,41.33,87.89
10/14/2019 16:00:00,84.23,271.88,101.82,41.18,87.73
10/15/2019 16:00:00,84.01,274.51,101.08,41.64,88.33
10/16/2019 16:00:00,84.1,274.08,101.16,41.67,88.22
10/17/2019 16:00:00,84.1,274.82,101.11,41.78,88.44
10/18/2019 16:00:00,84.14,273.69,101.27,41.73,88.37
10/21/2019 16:00:00,83.94,275.6,100.69,41.99,89.01
10/22/2019 16:00:00,84.09,274.63,101.1,41.89,89.07
10/23/2019 16:00:00,84.13,275.44,101.26,42.09,89.21
10/24/2019 16:00:00,84.14,275.89,101.31,42.16,88.93
10/25/2019 16:00:00,84,277.04,100.96,42.19,89.39
10/28/2019 16:00:00,83.82,278.65,100.25,42.38,89.64
10/29/2019 16:00:00,83.84,278.47,100.1,42.33,89.82
10/30/2019 16:00:00,84.11,279.45,100.98,42.5,89.92
10/31/2019 16:00:00,84.51,278.55,102.09,42.4,89.66
11/1/2019 16:00:00,84.25,281.2,101.89,42.78,90.4
11/4/2019 16:00:00,84.01,282.32,100.79,43.01,90.81
11/5/2019 16:00:00,83.72,281.96,99.9,43,90.85
11/6/2019 16:00:00,83.9,282.11,100.42,42.96,91.01
11/7/2019 16:00:00,83.47,283.11,99.24,43.15,91.27
11/8/2019 16:00:00,83.39,283.8,98.83,43.06,91.53
11/11/2019 16:00:00,83.44,283.25,98.9,43.02,91.18
11/12/2019 16:00:00,83.49,283.81,99.13,43.03,91.19
11/13/2019 16:00:00,83.64,283.93,99.58,42.89,91.08
11/14/2019 16:00:00,83.88,284.31,100.46,42.86,90.99
11/15/2019 16:00:00,83.85,286.43,100.43,43.12,91.5
11/18/2019 16:00:00,83.97,286.61,100.71,43.17,91.44
11/19/2019 16:00:00,84.06,286.47,101.14,43.09,91.21
11/20/2019 16:00:00,84.29,285.46,101.82,42.83,90.88
11/21/2019 16:00:00,84.15,285.02,101.41,42.77,90.95
11/22/2019 16:00:00,84.2,285.65,101.56,42.82,91.25
11/25/2019 16:00:00,84.28,287.82,102.1,43.15,91.66
11/26/2019 16:00:00,84.42,288.4,102.59,43.18,91.74
11/27/2019 16:00:00,84.29,289.76,102.45,43.3,92.06
11/29/2019 13:00:00,84.29,288.65,102.13,42.97,91.76
12/2/2019 16:00:00,83.89,286.3,100.82,42.78,91.27
12/3/2019 16:00:00,84.34,284.29,102.26,42.62,90.6
12/4/2019 16:00:00,84.17,286.11,101.87,42.99,91.32
12/5/2019 16:00:00,84.08,286.64,101.59,42.95,91.46
12/6/2019 16:00:00,83.97,289.19,101.23,43.32,92.24
12/9/2019 16:00:00,83.99,288.31,101.38,43.09,92.13
12/10/2019 16:00:00,83.93,288.04,101.43,43.13,91.99
12/11/2019 16:00:00,84.21,288.79,101.99,43.37,92.15
12/12/2019 16:00:00,83.81,291.33,101.02,43.71,93.22
12/13/2019 16:00:00,84.19,291.44,101.9,43.96,92.97
12/16/2019 16:00:00,83.96,293.5,101.43,44.4,93.57
12/17/2019 16:00:00,83.97,293.56,101.3,44.24,93.71
12/18/2019 16:00:00,83.86,293.58,100.9,44.13,93.66
12/19/2019 16:00:00,83.92,294.8,100.94,44.17,93.85
12/20/2019 16:00:00,83.94,296.3,101.06,44.24,94.47
12/23/2019 16:00:00,83.7,295.16,100.63,43.86,93.66
12/24/2019 13:00:00,83.78,295.16,100.83,43.82,93.63
12/26/2019 16:00:00,83.86,296.67,100.92,44.02,93.85
12/27/2019 16:00:00,83.98,296.67,101.18,44.14,93.87
12/30/2019 16:00:00,83.95,295.04,101.1,43.82,93.43
12/31/2019 16:00:00,83.86,295.8,100.34,44.06,93.71
1/2/2020 16:00:00,83.97,298.42,100.86,44.42,93.97
1/3/2020 16:00:00,84.27,296.24,101.94,43.88,93.23
1/6/2020 16:00:00,84.17,297.35,101.41,44.03,93.28
1/7/2020 16:00:00,84.1,296.53,101.01,43.96,92.9
1/8/2020 16:00:00,83.97,298.06,100.57,44.02,93.14
1/9/2020 16:00:00,84.07,300.12,100.99,44.2,93.59
1/10/2020 16:00:00,84.21,299.26,101.7,44.05,93.23
1/13/2020 16:00:00,84.16,301.24,101.42,44.31,93.75
1/14/2020 16:00:00,84.28,300.84,101.61,44.34,93.86
1/15/2020 16:00:00,84.41,301.51,102.19,44.31,93.92
1/16/2020 16:00:00,84.36,304.03,102.23,44.55,94.57
1/17/2020 16:00:00,84.35,305.06,101.94,44.66,94.78
